Rank,playerId,abbrevName,playerFullName,player,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,fWAR,xWOBADf,wOBA,xWOBA,xAVG,xOBP,OBP,AVG,AB,RPW,RLR,rPOS,BSR,wRAA
576,1102281216,J. Cristino,John Cristino,Cristino,C,Towson University,TOWS,730318336,Towson,BBC,R,R,4.734,.102,.438,.336,.221,.308,.381,.303,119,3.38,2.65,2.62,-.122,10.830
577,1212041728,C. Conn,Cole Conn,Conn,C,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,S,R,4.733,-.007,.356,.363,.224,.366,.372,.230,174,3.44,4.44,7.06,3.114,1.667
578,1138305792,T. Hanchey,Ty Hanchey,Hanchey,C,Florida A&M University,FAMU,5416,Florida A&M,BBC,L,R,4.729,.182,.440,.258,.132,.258,.422,.327,98,3.37,2.29,3.74,.302,9.606
579,1085143552,J. Smith,Jordan Smith,Smith,CF,George Mason University,GMU,730265088,George Mason,BBC,R,R,4.724,.083,.376,.293,.218,.330,.396,.299,204,3.43,5.02,2.70,1.969,6.492
580,1259825664,M. Dattalo,Michael Dattalo,Dattalo,3B,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,4.720,.131,.414,.282,.238,.346,.434,.344,192,3.39,4.53,-1.05,-.948,13.460
581,1192893184,J. Rhys Plumlee,John Rhys Plumlee,Rhys Plumlee,CF,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,4.712,.093,.382,.289,.205,.313,.380,.283,191,3.35,4.48,2.80,1.441,7.058
582,1302827008,C. Jones,Cameron Jones,Jones,P,Georgia State University,GAST,730239744,Georgia State,BBC,R,L,4.708,.081,.399,.318,.252,.388,.456,.337,205,3.44,5.17,-5.15,4.348,11.847
583,1288961024,G. Tarlow,Graysen Tarlow,Tarlow,C,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,4.708,.101,.378,.277,.211,.330,.417,.318,170,3.43,4.25,5.18,.959,5.779
584,1244385792,P. Mills,Peyton Mills,Mills,3B,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,4.704,.198,.401,.203,.123,.253,.372,.264,182,3.40,4.28,1.92,-.596,10.367
585,1085022208,L. Mcnew,Lucas Mcnew,Mcnew,DH,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,4.698,.075,.372,.297,.233,.351,.404,.298,198,3.40,4.78,6.02,-.239,5.394
586,1243695104,C. Summerhill,Colin Summerhill,Summerhill,1B,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,4.698,.099,.412,.312,.258,.330,.378,.314,169,3.32,3.82,2.76,-2.202,11.227
587,1248471040,B. Bateman,Brett Bateman,Bateman,CF,University of Minnesota,MINN,4864,Minnesota,BBC,L,L,4.696,.061,.385,.324,.287,.391,.448,.354,189,3.30,4.29,2.40,1.281,7.507
588,1134366464,M. Brown,Marcus Brown,Brown,SS,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,4.679,.076,.361,.285,.215,.310,.360,.273,209,3.33,4.77,8.40,-.686,3.110
589,1237661184,E. Nunez,Elijah Nunez,Nunez,LF,Texas Christian University,TCU,5045,TCU,BBC,L,L,4.672,.070,.363,.292,.222,.344,.399,.287,240,3.46,5.87,3.10,3.213,3.986
590,1297509632,O. Pratt,Ozzie Pratt,Pratt,SS,Brigham Young University,BYU,730257152,BYU,BBC,L,R,4.665,.078,.397,.320,.234,.355,.422,.314,172,3.44,4.12,2.93,-.096,9.106
591,1305082624,B. Nemivant,Ben Nemivant,Nemivant,LF,University of the Pacific,PAC,730386944,Pacific,BBC,L,L,4.659,.159,.415,.256,.234,.295,.439,.392,186,3.33,4.01,-0.12,-.759,12.403
592,1215681024,M. Carico,Michael Carico,Carico,DH,Davidson College,DAV,730363136,Davidson,BBC,L,R,4.659,.140,.498,.358,.247,.409,.490,.350,80,3.57,2.14,1.09,-.255,13.669
593,1263381248,C. Caruso,Cole Caruso,Caruso,3B,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,4.652,.094,.376,.282,.196,.324,.422,.314,229,3.37,5.52,3.76,-.657,7.068
594,1243556352,J. Harry,Jay Harry,Harry,3B,Penn State University,PSU,5326,Penn State,BBC,L,R,4.646,.090,.369,.279,.223,.311,.379,.301,196,3.46,4.55,6.86,.320,4.346
595,1335567360,C. Brown,Canyon Brown,Brown,C,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,4.642,.065,.375,.310,.290,.370,.380,.301,153,3.36,3.53,7.52,.106,4.449
596,1212862976,S. Lancia,Steven Lancia,Lancia,C,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,4.639,.059,.376,.317,.257,.333,.398,.329,170,3.27,3.68,5.99,.489,5.011
597,1330098177,W. Gleed,William Gleed,Gleed,3B,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,4.638,.088,.365,.277,.222,.319,.383,.298,215,3.33,5.00,7.56,-1.211,4.087
598,1243322112,B. Madliak,Bear Madliak,Madliak,C,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,4.638,.142,.370,.229,.188,.262,.379,.317,186,3.41,4.12,7.15,.308,4.252
599,1248722688,C. Castillo,Carlos Castillo,Castillo,SS,University of Dayton,DAY,730194688,Dayton,BBC,R,R,4.637,.116,.364,.248,.192,.263,.356,.296,213,3.35,4.73,7.70,-.553,3.635
600,1223395072,W. Sullivan,William Sullivan,Sullivan,1B,Troy University,TROY,730378496,Troy,BBC,L,R,4.636,.078,.435,.358,.249,.366,.415,.310,229,3.51,5.84,-11.40,-.475,22.293
601,1274322432,J. Jackson,JoJo Jackson,Jackson,RF,Georgia State University,GAST,730239744,Georgia State,BBC,S,R,4.635,.079,.433,.354,.236,.368,.434,.318,176,3.39,4.40,-6.86,1.230,16.955
602,1148682752,J. Killeen,Josh Killeen,Killeen,C,UTSA,UTSA,730373120,UTSA,BBC,R,R,4.624,.112,.373,.261,.188,.318,.402,.290,155,3.29,3.67,7.20,-.075,4.417
603,1294574336,J. Moylan,Josh Moylan,Moylan,1B,East Carolina University,ECU,730270720,East Carolina,BBC,L,L,4.621,.050,.433,.383,.268,.381,.418,.312,234,3.45,5.77,-11.59,.029,21.738
604,1140076800,C. Foster,Cameron Foster,Foster,3B,Liberty University,LIB,730156288,Liberty,BBC,R,R,4.614,.071,.383,.312,.218,.324,.370,.271,210,3.33,4.81,3.64,-.879,7.800
605,1320360704,D. Baker,Davis Baker,Baker,SS,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,L,L,4.614,.048,.378,.330,.305,.388,.390,.308,182,3.39,4.21,5.70,-.070,5.778
606,1276747009,A. Sweatt,Aidan Sweatt,Sweatt,2B,University of North Florida,UNF,730296832,North Florida,BBC,R,R,4.610,.123,.367,.244,.184,.302,.414,.316,225,3.42,5.39,3.24,2.371,4.749
607,1148468480,M. Grant,Max Grant,Grant,2B,Canisius College,CAN,730218752,Canisius,BBC,L,R,4.603,.164,.376,.212,.129,.276,.412,.295,176,3.44,4.36,2.88,3.020,5.568
608,1162594816,B. Thompson,Bennett Thompson,Thompson,C,University of Oregon,ORE,4807,Oregon,BBC,R,R,4.602,.132,.426,.295,.239,.314,.402,.340,106,3.32,2.39,5.76,-1.557,8.674
609,1145522688,D. Sackett,Druw Sackett,Sackett,SS,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,4.596,.069,.413,.344,.213,.331,.396,.290,193,3.48,4.71,-3.07,.761,13.585
610,1141806336,M. Viera,Max Viera,Viera,SS,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,4.592,.138,.360,.222,.196,.260,.367,.316,212,3.42,4.78,5.45,2.726,2.760
611,1094203904,J. Jarvis,Jim Jarvis,Jarvis,SS,University of Alabama,ALA,730206976,Alabama,BBC,L,R,4.583,.049,.348,.300,.225,.338,.374,.268,246,3.48,6.03,8.96,.590,.391
612,1203295232,D. Carter,Dillon Carter,Carter,CF,Texas Tech University,TTU,2350,Texas Tech,BBC,L,R,4.575,.085,.432,.348,.196,.395,.449,.267,101,3.31,2.72,1.55,.278,10.614
613,1283485440,K. Schmack,Kyle Schmack,Schmack,1B,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,4.573,.167,.443,.276,.150,.330,.466,.325,160,3.49,4.22,-6.58,.778,17.543
614,1216398848,E. Johnson,Ed Johnson,Johnson,SS,University of Alabama,ALA,730206976,Alabama,BBC,R,R,4.570,.068,.383,.315,.249,.363,.418,.315,200,3.30,4.72,2.63,-.075,7.806
615,1146916096,P. Haskin,Parker Haskin,Haskin,C,Elon University,ELON,730252544,Elon,BBC,L,R,4.569,.203,.474,.270,.210,.322,.482,.400,70,3.25,1.62,3.30,.377,9.551
616,1136947968,D. Stahl,Drew Stahl,Stahl,2B,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,4.562,.068,.383,.314,.228,.349,.392,.279,219,3.32,5.16,0.68,.935,8.363
617,1240386304,N. Waugh,Nathan Waugh,Waugh,C,Cornell University,COR,730298624,Cornell,BBC,R,R,4.561,-.191,.445,.637,.521,.584,.439,.347,95,3.37,2.25,2.88,.259,9.955
618,1230502656,C. Stearns,Clay Stearns,Stearns,C,Troy University,TROY,730378496,Troy,BBC,R,R,4.559,.043,.387,.344,.203,.386,.417,.243,115,3.37,3.03,6.62,.295,5.436
619,1310165760,A. Kretzschmar,Austin Kretzschmar,Kretzschmar,SS,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,4.559,.103,.356,.253,.170,.257,.354,.283,205,3.32,4.77,7.84,.523,2.007
620,1308151808,M. Hammonds,Mason Hammonds,Hammonds,SS,Tarleton State University,TSU,730236416,Tarleton State,BBC,R,R,4.559,.152,.361,.209,.170,.252,.374,.306,206,3.43,4.67,6.86,1.193,2.912
621,1304077824,J. Taylor,Justin Taylor,Taylor,CF,UMBC,UMBC,730210304,UMBC,BBC,R,R,4.551,.167,.395,.229,.156,.293,.451,.348,161,3.42,3.97,2.20,.928,8.473
622,1164312064,J. Thomas,Jared Thomas,Thomas,C,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,L,R,4.551,.093,.364,.271,.206,.318,.395,.299,184,3.30,4.25,7.07,.286,3.391
623,1283569920,C. Mcmurray,Cooper Mcmurray,Mcmurray,1B,Auburn University,AUB,5466,Auburn,BBC,L,L,4.539,.023,.466,.443,.260,.454,.467,.278,133,3.43,3.66,-7.60,.295,19.207
624,1330337792,C. Morales,Coby Morales,Morales,DH,University of Washington,WASH,3110,Washington,BBC,L,R,4.529,.075,.420,.345,.262,.367,.426,.333,216,3.45,5.21,-4.94,-1.321,16.655
625,1109527552,N. Monistere,Nick Monistere,Monistere,LF,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,4.528,.057,.409,.352,.263,.375,.422,.320,128,3.39,3.06,2.22,1.549,8.527
626,1141430784,M. Brooks,Michael Brooks,Brooks,3B,University of Kansas,KU,730360064,Kansas,BBC,R,R,4.523,.071,.387,.317,.233,.334,.389,.296,196,3.39,4.59,2.16,.285,8.290
627,1182131712,D. Bowling,Dalton Bowling,Bowling,DH,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,4.522,.090,.390,.299,.217,.293,.364,.297,212,3.34,4.68,2.20,-.822,9.031
628,1213534720,T. Seidl,Tommy Seidl,Seidl,LF,University of Alabama,ALA,730206976,Alabama,BBC,R,R,4.517,.098,.432,.334,.251,.369,.454,.354,195,3.43,4.79,-7.60,.269,18.047
629,1340468992,J. Long,Jonathon Long,Long,1B,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,4.510,.055,.422,.368,.253,.353,.401,.310,210,3.36,4.87,-6.58,.401,16.466
630,1326983168,M. Vorhees,Manny Vorhees,Vorhees,3B,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,4.508,.058,.383,.325,.270,.380,.392,.285,214,3.45,5.21,2.12,.004,8.235
631,1176172544,T. Long,Tyler Long,Long,SS,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,4.508,.064,.386,.322,.239,.370,.438,.321,134,3.38,3.27,5.32,.908,5.742
632,1232378624,T. Swaim,Ty Swaim,Swaim,CF,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,4.507,.187,.377,.190,.149,.220,.387,.332,199,3.50,4.50,2.64,2.844,5.794
633,1244103168,C. Kucera,Colton Kucera,Kucera,DH,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,4.501,.145,.440,.295,.199,.358,.505,.383,154,3.44,3.90,-4.03,-.382,16.013
634,1326710528,J. Rae,Jaylin Rae,Rae,2B,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,4.497,.110,.402,.292,.247,.348,.446,.364,154,3.36,3.73,2.35,-.150,9.187
635,1277898240,B. Butler,Billy Butler,Butler,DH,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,4.497,.167,.447,.280,.251,.307,.398,.350,180,3.30,3.79,-6.25,-.148,17.434
636,1243478272,D. Mercer,Dustin Mercer,Mercer,RF,Murray State University,MURR,730188032,Murray State,BBC,L,L,4.495,.126,.417,.291,.244,.334,.414,.336,235,3.54,5.57,-7.98,1.749,16.588
637,1217480704,E. Sleight,Evan Sleight,Sleight,LF,Rutgers University,RUTG,730229248,Rutgers,BBC,L,R,4.494,.109,.430,.321,.222,.361,.435,.315,203,3.46,5.21,-7.84,-.735,18.896
638,1281432576,J. Haze,Jake Haze,Haze,SS,Northwestern State University,NWST,730255872,Northwestern State,BBC,S,R,4.488,.116,.377,.262,.202,.324,.412,.308,169,3.32,4.00,5.20,.174,5.545
639,1176652800,A. Jones,Alec Jones,Jones,1B,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,4.484,.070,.391,.321,.222,.361,.410,.282,131,3.27,3.09,4.46,.786,6.342
640,1162484736,J. Spikerman,John Spikerman,Spikerman,CF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,S,R,4.481,.068,.360,.292,.199,.354,.411,.270,222,3.36,5.58,2.95,3.338,3.185
641,1257423872,P. Goff,Parker Goff,Goff,C,Brigham Young University,BYU,730257152,BYU,BBC,R,R,4.470,.076,.408,.332,.206,.367,.459,.323,96,3.35,2.46,5.58,.205,6.753
642,1310084608,B. Ellis,Brian Ellis,Ellis,LF,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,L,R,4.468,.041,.417,.376,.245,.428,.476,.309,217,3.66,6.20,-7.98,.199,17.924
643,1260750336,G. Swansen,Gabe Swansen,Swansen,LF,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,4.468,.081,.441,.361,.236,.365,.401,.281,171,3.42,4.25,-6.58,-.123,17.730
644,1165732096,S. Parks,Sam Parks,Parks,CF,Stonehill College,SC,730238464,Stonehill,BBC,L,L,4.465,-.042,.382,.424,.387,.513,.458,.316,158,3.37,4.17,2.25,2.068,6.546
645,1116313344,A. Ramirez,Alex Ramirez,Ramirez,2B,University of Rhode Island,URI,730163712,Rhode Island,BBC,L,R,4.463,.146,.367,.221,.117,.271,.393,.265,170,3.38,4.13,6.40,.852,3.722
646,1316152576,M. Minzey,Mason Minzey,Minzey,DH,Ohio University,OHIO,730298368,Ohio,BBC,S,R,4.460,.025,.381,.357,.215,.329,.388,.287,171,3.40,4.11,5.59,-.816,6.291
647,1311639296,T. Morgan,Trey Morgan,Morgan,LF,Virginia Military Institute,VMI,730173440,VMI,BBC,L,L,4.454,.051,.381,.330,.286,.390,.407,.306,173,3.40,4.11,1.71,3.099,6.218
648,1166183680,R. Ortiz,Raymond Ortiz,Ortiz,SS,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,4.439,.210,.391,.181,.103,.225,.379,.283,138,3.36,3.17,5.04,.356,6.351
649,1178122496,A. Stephan,Anthony Stephan,Stephan,LF,University of Virginia,UVA,5415,Virginia,BBC,L,R,4.434,.071,.421,.350,.274,.405,.449,.329,158,3.34,3.93,-2.04,-.240,13.145
650,1109825792,A. Lapread,Ali Lapread,Lapread,LF,Alabama State University,ALST,4765,Alabama State,BBC,R,R,4.432,.321,.572,.251,.164,.301,.506,.408,71,3.50,1.77,-2.94,-.500,17.187
651,1263483648,B. Ahalt,Brett Ahalt,Ahalt,LF,High Point University,HP,730321152,High Point,BBC,L,R,4.421,.109,.405,.295,.238,.323,.404,.331,172,3.42,4.01,1.11,-.214,10.211
652,1302630656,T. Mccaffrey,Thomas Mccaffrey,Mccaffrey,C,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,4.419,.154,.392,.238,.145,.253,.408,.333,129,3.32,3.12,5.04,.125,6.404
653,1332973568,N. Badillo,Nicholas Badillo,Badillo,C,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,4.418,.155,.430,.276,.224,.337,.453,.360,100,3.24,2.24,3.78,-.442,8.735
654,1143042816,T. Lecroy,Talmadge Lecroy,Lecroy,DH,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,4.417,.067,.392,.325,.235,.390,.438,.297,172,3.35,4.34,2.16,-.485,8.776
655,1193797632,C. Robison,Curtis Robison,Robison,RF,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,L,L,4.416,.013,.416,.403,.328,.421,.445,.356,208,3.48,5.00,-7.04,2.401,15.008
656,1204443904,M. Demera,Mario Demera,Demera,2B,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,4.412,.057,.384,.327,.297,.378,.429,.356,174,3.39,4.06,3.18,1.066,6.652
657,1255674112,R. Jimenez,Ramon Jimenez,Jimenez,1B,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,4.402,.194,.478,.283,.266,.346,.453,.387,150,3.42,3.41,-7.07,-.995,19.717
658,1296585728,D. Stirpe,David Stirpe,Stirpe,2B,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,4.401,.149,.406,.256,.204,.313,.390,.294,126,3.35,2.97,1.80,2.134,7.854
659,1139712256,S. Sass,Sammy Sass,Sass,C,Wright State University,WRST,5390,Wright State,BBC,R,R,4.389,.039,.355,.316,.281,.369,.373,.286,231,3.34,5.32,8.06,-.750,2.006
660,1310950144,S. Scanlon,Sean Scanlon,Scanlon,P,College of the Holy Cross,HC,730310656,Holy Cross,BBC,L,R,4.376,.103,.421,.318,.198,.390,.455,.285,151,3.39,4.02,-2.30,-.137,13.246
661,1305487360,C. Smith,Cole Smith,Smith,DH,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,4.358,.205,.404,.199,.163,.239,.419,.363,212,3.46,4.79,-4.12,2.505,11.912
662,1274208768,T. Hamilton,Troy Hamilton,Hamilton,3B,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,4.350,.082,.366,.284,.191,.289,.397,.318,173,3.39,4.16,6.30,.677,3.617
663,1247528960,P. Coddou,Parker Coddou,Coddou,SS,Nicholls State University,NICH,730284032,Nicholls State,BBC,L,R,4.347,.114,.350,.235,.189,.264,.349,.284,232,3.33,5.16,7.56,1.132,.636
664,1142427136,J. Dickey,Jared Dickey,Dickey,RF,University of Tennessee,TENN,730153728,Tennessee,BBC,L,R,4.344,.127,.406,.279,.237,.308,.396,.335,242,3.44,5.44,-4.46,-.167,14.111
665,1136002816,M. Halbach,Matt Halbach,Halbach,1B,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,4.344,.043,.393,.350,.265,.369,.409,.313,195,3.40,4.58,1.27,-.521,9.428
666,1087157248,R. Van grieken,Ricardo Van grieken,Van grieken,SS,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,L,R,4.343,.055,.370,.315,.177,.410,.466,.255,137,3.36,3.91,6.16,.479,4.062
667,1159513344,E. Marasheski,Eric Marasheski,Marasheski,2B,Princeton University,PRIN,730198784,Princeton,BBC,S,R,4.342,.109,.371,.261,.217,.317,.379,.288,177,3.36,4.02,6.30,-.009,4.263
668,1133095680,L. Longo,Luke Longo,Longo,DH,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,4.337,.111,.417,.305,.225,.322,.372,.284,141,3.46,3.33,1.80,-.246,10.115
669,1234059520,K. Bruggeman,Kevin Bruggeman,Bruggeman,C,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,4.333,-.092,.380,.472,.380,.436,.383,.321,168,3.42,3.77,6.35,-.791,5.490
670,1159606016,J. Neff,Jason Neff,Neff,C,University of Richmond,RICH,730171904,Richmond,BBC,R,R,4.326,.109,.377,.267,.203,.305,.385,.297,185,3.40,4.37,5.32,-.761,5.777
671,1341312000,M. Bergevin,Matt Bergevin,Bergevin,1B,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,4.314,.108,.447,.340,.253,.382,.472,.365,170,3.49,4.34,-8.59,.435,18.873
672,1286169345,A. Machado,Austin Machado,Machado,C,St. John's University (NY),SJU,4285,St. John's,BBC,L,R,4.313,.041,.414,.373,.230,.446,.488,.291,117,3.37,3.34,1.23,-.044,10.017
673,1185656320,J. Cushing,Jared Cushing,Cushing,2B,Xavier University,XAV,5464,Xavier,BBC,R,R,4.306,.065,.364,.299,.220,.285,.346,.287,244,3.33,5.25,3.78,1.354,3.939
674,1341195264,M. Timbrook,Mack Timbrook,Timbrook,3B,Kent State University,KENT,730315008,Kent State,BBC,L,R,4.302,.222,.391,.169,.071,.226,.416,.303,155,3.46,3.93,2.70,.647,7.591
675,1092813824,I. Francis,Ian Francis,Francis,C,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,4.291,.148,.393,.245,.159,.310,.413,.287,115,3.29,2.80,6.66,-1.317,5.973
676,1341196288,K. Gurney,Kyle Gurney,Gurney,DH,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,4.291,.150,.392,.242,.188,.302,.412,.317,126,3.33,2.89,5.81,-.321,5.922
677,1184446976,T. Josten,Tom Josten,Josten,2B,University of Central Florida,UCF,730256640,Central Florida,BBC,S,R,4.288,.064,.396,.332,.202,.368,.402,.245,200,3.51,5.23,-2.32,1.095,11.042
678,1292067584,B. Donay,Brody Donay,Donay,C,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,4.285,.046,.397,.352,.221,.318,.352,.260,123,3.40,2.83,5.04,.352,6.333
679,1219398912,J. Quinn,Justin Quinn,Quinn,LF,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,L,R,4.284,.147,.422,.275,.227,.312,.433,.364,184,3.57,4.42,-4.82,1.645,14.052
680,1203296768,S. Pokrovsky,Staus Pokrovsky,Pokrovsky,DH,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,4.281,.121,.389,.268,.197,.292,.379,.297,185,3.35,4.21,2.13,.051,7.968
681,1273343744,S. Baumgardt,Simon Baumgardt,Baumgardt,SS,Tulane University,TULN,730354176,Tulane,BBC,R,R,4.273,.042,.382,.340,.234,.345,.376,.270,200,3.38,4.72,1.62,.744,7.363
682,1208180736,E. Lance,Eamonn Lance,Lance,1B,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,4.267,.120,.524,.405,.232,.349,.467,.372,78,3.58,1.93,-0.89,-.261,14.474
683,1145427456,C. Cali,Caleb Cali,Cali,3B,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,4.259,.023,.403,.380,.291,.382,.403,.315,165,3.39,3.80,1.80,-.658,9.510
684,1336353280,C. Brueggemann,Colin Brueggemann,Brueggemann,1B,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,4.259,.105,.458,.353,.239,.373,.452,.336,110,3.38,2.67,-1.81,.272,13.243
685,1301778176,A. Smith,Alex Smith,Smith,DH,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,4.255,.080,.373,.293,.258,.320,.387,.331,181,3.29,3.85,5.77,-.218,4.576
686,1222785536,K. Calero,Keagan Calero,Calero,3B,University of Dayton,DAY,730194688,Dayton,BBC,R,R,4.237,.123,.391,.268,.181,.320,.431,.317,167,3.34,4.04,0.95,1.168,8.008
687,1311000064,H. Breeze,Holden Breeze,Breeze,3B,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,4.237,.055,.373,.318,.261,.353,.401,.317,240,3.37,5.59,2.52,-.446,6.596
688,1168476928,M. Dunaway,Mason Dunaway,Dunaway,3B,James Madison University,JMU,730340096,James Madison,BBC,R,R,4.235,.029,.373,.344,.292,.403,.418,.310,155,3.43,3.92,5.74,.329,4.525
689,1204725504,P. Brown,Porter Brown,Brown,LF,University of Texas,TEX,245,Texas,BBC,L,L,4.232,.075,.415,.340,.251,.358,.419,.323,235,3.36,5.52,-8.67,.457,16.916
690,1145521920,H. Yanez,Hernan Yanez,Yanez,C,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,S,R,4.228,.099,.368,.270,.220,.325,.403,.310,174,3.31,3.90,7.00,-.657,3.753
691,1192564993,C. Hynek,Colin Hynek,Hynek,C,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,4.228,.074,.394,.320,.201,.289,.351,.271,118,3.35,2.65,5.76,.111,5.631
692,1255687936,J. Corson,Jacob Corson,Corson,RF,Bucknell University,BUCK,730214144,Bucknell,BBC,L,R,4.227,.061,.439,.378,.238,.411,.464,.309,149,3.44,3.96,-4.38,-1.034,16.018
693,1260569088,J. Vetrano,Joe Vetrano,Vetrano,1B,Boston College,BC,227,Boston College,BBC,L,L,4.223,.097,.434,.337,.244,.334,.387,.307,215,3.45,5.11,-10.64,.609,19.471
694,1166182912,J. Hyde,Jake Hyde,Hyde,1B,Georgetown University,GTWN,2330,Georgetown,BBC,L,R,4.221,.177,.424,.247,.155,.247,.390,.318,217,3.38,4.93,-8.03,.408,16.948
695,1165448192,C. Palis,Cole Palis,Palis,2B,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,L,R,4.218,.067,.394,.327,.295,.396,.419,.323,161,3.44,3.91,2.51,.008,8.079
696,1299328000,C. Vest,Cooper Vest,Vest,1B,Brigham Young University,BYU,730257152,BYU,BBC,L,L,4.210,.111,.447,.335,.267,.335,.426,.368,171,3.39,3.82,-5.21,-1.326,16.986
697,1175629056,B. Burris,Blake Burris,Burris,CF,Arkansas State University,ARST,730290176,Arkansas State,BBC,S,R,4.210,.100,.385,.285,.205,.337,.415,.298,181,3.56,4.66,2.35,.549,7.441
698,1310700032,J. Hamberg,Jordan Hamberg,Hamberg,DH,Coppin State University,COPP,730194176,Coppin State,BBC,L,L,4.208,.156,.431,.275,.179,.341,.439,.301,136,3.41,3.46,-2.38,.413,12.852
699,1137179904,O. Murray,Oscar Murray,Murray,C,Seton Hall University,HALL,730272512,Seton Hall,BBC,L,R,4.202,.088,.422,.334,.244,.394,.450,.315,162,3.42,4.07,-5.24,1.984,13.548
